Año;perim;peso
2017;15.2;37.5
2017;15;30.1
2017;12.2;17.8
2017;14.1;26.4
2017;10.4;10
2017;12;19.9
2017;10.3;12.3
2017;14;30.8
2017;10.9;15.3
2017;14.1;30.2
2017;13.9;28.2
2017;13.5;25.8
2017;15.1;32.8
2017;13.7;26.4
2017;15;34.6
2017;15.5;36.1
2017;15;32.6
2017;13.5;26.1
2017;10.5;12
2017;15.2;35.2
2017;14.5;32.4
2017;14;30.2
2017;17.6;53.8
2017;13.2;25.2
2017;16;38.5
2017;16.1;41.9
2017;17;49.2
2017;17.1;47.7
2017;10;11.2
2017;15;32.1
2017;14.2;31.7
2017;16.6;40.6
2017;17.2;48.6
2017;11.9;18.6
2017;13.3;23.8
2017;11.5;17.7
2017;12.2;17.5
2017;16;37.6
2017;18.6;52.9
2017;14;30.8
2017;12;19.1
2017;15;31.3
2017;15.5;37.9
2017;16.5;46.8
2017;17.2;49.6
2017;14.1;25.9
2017;16.3;41.7
2017;16.4;38.8
2017;14.3;31.2
2017;14.2;30.9
2017;16;40.4
2017;15.5;34.7
2017;13.8;24.7
2017;13;21.4
2017;14.1;29.1
2017;14.6;32.4
2017;14.5;25.2
2017;12.1;18.6
2017;15.3;30.7
2017;10.3;10.3
2017;12.5;18.9
2017;14.5;32.9
2017;14;27.1
2017;16.2;36.2
2017;12.6;19.7
2017;16.5;47.7
2017;14;24.6
2017;11.5;16.9
2017;9.5;10.1
2017;12.2;14.4
2017;12.6;20.5
2017;16;35.8
2017;15.3;28.7
2017;18.2;54.1
2017;19.6;71
2017;20.1;55.5
2017;20.2;74
2017;19;67.7
2017;19.5;65.6
2017;22.6;89.3
2017;18.4;51.3
2017;12.7;19.9
2017;19.5;57.3
2017;19.4;64
2017;15.3;32.7
2017;18.2;50.9
2017;19.5;60.1
2017;19.5;63.6
2017;20.6;70.6
2017;20.4;74.7
2017;17.2;46.6
2017;20.5;69.9
2017;20.5;59.7
2017;23.2;92.3
2017;19;56
2017;19.3;64.9
2017;16;41.2
2017;17.1;54.4
2017;16.2;39.4
2017;19.4;66.4
2017;18.5;66.1
2017;18.3;45.4
2017;14.5;29.7
2017;16.2;37.9
2017;20.3;61.3
2017;13.1;24.5
2017;18.5;50.2
2017;14.3;27.7
2017;16;40.8
2017;16.3;43.3
2017;16.4;40.6
2017;11.7;17.8
2017;18;52.6
2017;13.8;28.7
2017;17.3;46.5
2017;13.5;26.8
2017;20;65.9
2017;16.3;42.9
2017;14;26.1
2017;16.7;39.3
2017;18;58.4
2017;12.2;21.6
2017;17.1;43.9
2017;19;65
2017;17.6;51.7
2017;15.7;37.6
2017;17.5;47.8
2017;17.5;50.3
2017;14.7;22.1
2017;17.5;52.3
2017;21.1;34.9
2017;16.2;43.7
2017;16;39.1
2017;18.5;61.4
2017;16;33
2017;20.5;71.3
2017;20.1;75.2
2017;20.2;75.2
2017;17.3;55.8
2017;17.3;52.2
2017;12.5;17.9
2017;16.1;44.4
2017;17.7;51.3
2017;19.1;65.7
2017;18.2;57.4
2017;21.1;86.5
2017;14.4;31.5
2017;16.5;43.1
2017;18.2;52.3
2017;18.6;59.3
2017;18.8;57.2
2017;14.2;27.5
2017;18.8;61.8
2017;20.6;78.8
2017;17.6;48.3
2017;11.5;15.9
2017;14.6;32.8
2017;17;46.3
2017;15.6;29
2017;13;22.2
2017;15.4;33.3
2017;14.2;27.5
2017;12.1;17.7
2017;15.5;39
2017;14.2;25.4
2017;14.5;30.8
2017;16.5;49.1
2017;15.2;32.7
2017;15.6;26.5
2017;15.1;33.7
2017;15.3;35.9
2017;11.7;18.1
2017;12.6;20.3
2017;15.2;35.1
2017;20.5;61.3
2017;19.7;71.7
2017;20;69
2017;20.7;81.1
2017;18.6;53.3
2017;20.7;72.6
2017;18.5;53.2
2017;17.5;53
2017;18;55.3
2017;19.7;66.5
2017;19.5;69
2017;18;55.8
2017;13;23.7
2017;17.3;47.7
2017;20.1;66.5
2017;19.2;56.8
2017;15.7;37.3
2017;19;59.3
2017;19.1;63.8
2017;16.5;34.8
2017;20;61.6
2017;20.5;65.7
2017;17.8;52.6
2017;17.2;54.7
2017;18.2;53.3
2017;18.1;60.5
2017;18.7;56.7
2017;18.6;60.2
2017;17.7;44.1
2017;19;69.7
2017;15.3;36.4
2017;19;57.5
2017;16.5;40
2017;18;52.5
2017;15.4;36.6
2017;17.5;46.1
2017;14.2;25.8
2017;15;30.8
2017;12.5;17.8
2017;16.6;32.2
2017;13.6;20.7
2017;14.8;29.3
2017;16;38.3
2017;14;24.2
2017;16;33.1
2017;9.1;7.7
2017;13.2;20
2017;12;15.4
2017;16.7;34
2017;13.5;25
2017;9.7;10.3
2017;13.6;24.6
2017;14;27.6
2017;15.3;34.5
2017;13.8;27.7
2017;10.7;15.1
2017;15.9;37.1
2017;15.2;35.1
2017;13.7;28.5
2017;16.2;41.9
2017;14.6;31.5
2017;12.1;20.3
2017;12.4;18.6
2017;14.6;30.3
2017;14.2;30.4
2017;13.1;25.2
2017;14;29.3
2017;9.2;9.6
2017;11.5;17.7
2017;10.6;15
2017;12;20.9
2017;14;20.3
2017;18;51.1
2017;16.1;38.2
2017;17.8;58.2
2017;12.6;22.1
2017;10.2;12.4
2017;15.1;34.5
2017;10.2;12.6
2017;15.5;32.1
2017;16;41.6
2017;14.2;26.3
2017;12.5;19.5
2017;17.6;46.5
2017;15.1;34.5
2017;17;48.4
2017;15.2;39.2
2017;14;27.8
2017;16;42
2017;19.3;62.9
2017;14.1;27.5
2017;16.5;41.5
2017;18.5;59.8
2017;12.6;20
2017;13.8;27.9
2017;11.4;15.7
2017;12.2;18.3
2017;12.6;19.9
2017;15.9;33.7
2017;14.6;36.1
